FirstName,LastName,Position,District,Party,City,MadisonOffice,Telephones,Fax,DistrictPhone,Email,VotingAddress,Staff,Committees,Biography
Gary,Hebl,,46,D,Sun Prairie,"Room 120 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708",(608) 266-7678,(608) 282-3678,,Rep.Hebl,"515 Scheuerell Lane\nSun Prairie, WI 53590","Traci Bussan, Chris Stoa",Committee for Review of Administrative Rules\nCommittee on Environment and Forestry\nCommittee on Family Law\nCommittee on Judiciary\nCommittee on Rules\nJoint Committee for Review of Administrative Rules,"Born Madison, May 15, 1951; married; 3 children, 1 grandson.  Graduate Sun Prairie H.S. 1969; B.A. Political Science UW-Madison 1973; Gonzaga U. Law School 1976.  Bowhay Institute 2008.  Attorney and owner of a title insurance company.  Sacred Hearts 8th grade basketball coach, 1980-99.  Member: Wis. League of Conservation Voters; Dane Co. Bar Assn.; Wis. Bar Assn.; Sun Prairie Optimist Club (fmr. pres.); Sun Prairie Chamber of Commerce (fmr. pres.); U.W. Flying Club (bd. of dir.); AOPA;  EAA Young Eagles Program; KC (4th deg. mbr.); Sun Prairie Cable Access Bd.; YMCA (fmr. pres.); Sun Prairie Public Library Bd. (fmr. pres.); Sacred Heart Parish Council (fmr. trustee); Sun Prairie Quarterback Club (fmr. pres.).  Recipient: State Bar of Wis. Scales of Justice Award 2009-10; Wis. Dietetic Assn.  Nutrition Champion Award 2010; Pharmacy Society of Wis.  Legislator of the Year 2010, 2009; Sun Prairie  Star  poll  Best Attorney in Sun Prairie 2008-14;  James J. Reininger Award for lifetime achievement 2008; Wis. Assn. of PEG Channels  Friend of Access Award 2010, 2007; Wis. League of Conservation Voters  Conservation Champion 2013-14, 2011-12, 2009-10, 2005-06; Sun Prairie Exchange Club  Book of Golden Deeds Award 2003; Chamber of Commerce  Judith Krivsky Business Person of the Year Award 2002; Sun Prairie Business and Education Partnership  Outstanding Small Business of the Year 2001; Sun Prairie H.S. Wall of Success, 2015.\nElected to Assembly since 2004.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1279,http://legis.wisconsin.gov/assembly/hebl/
Dianne,Hesselbein,,79,D,Middleton,"Room 9 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708",(608) 266-5340,(608) 282-3679,,Rep.Hesselbein,"1420 N. High Point Rd.\nMiddleton, WI 53562","Ron McCrea, Denise Stromme",Committee on Colleges and Universities\nCommittee on Natural Resources and Sporting Heritage\nCommittee on Veterans and Military Affairs\nJoint Survey Committee on Tax Exemptions\nLaw Revision Committee\nSpeaker's Task Force on Alzheimer's and Dementia (Vice-Chair),"Born Madison, March 10, 1971; married; 3 children.  Graduate La Follette H.S. (Madison) 1989; B.S. UW-Oshkosh 1993; M.A. Edgewood College 1996.  Full-time legislator.  Member: Dane Co. Democratic Party; Friends of Pheasant Branch; Clean WI; Middleton Action Team; VFW Ladies Auxiliary Council.  Former member: Parent Teacher Organization (pres.); Boy Scouts of America (cubmaster); Girl Scout troop leader.  Middleton-Cross Plains Area School District Bd. 2005-08.  Dane Co. Bd. 2008-14.\nElected to Assembly 2012; reelected 2014.  Member of State Capitol and Executive Residence Board",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1312,http://legis.wisconsin.gov/assembly/hesselbein
Gordon,Hintz,,54,D,Oshkosh,"Room 109 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-2254, (888) 534-0054",(608) 282-3654,(920) 232-0805,Rep.Hintz,"502 East Irving Avenue\nOshkosh, WI 54901","Carly Michiels, Emily Pritzkow",Committee on Finance\nJoint Committee on Finance,"Born Oshkosh, November 29, 1973; married.  Graduate Oshkosh North H.S. 1992; B.A. Hamline U. (St. Paul, Minn.) 1996; M.P.A. UW-Madison 2001.  Municipal consultant.  Former legislative staff assistant, U.S. Representative Jay Johnson, U.S. Senator Herb Kohl; management and budget analyst, City of Long Beach, CA; instructor, political science dept., UW-Oshkosh.  Member: Oshkosh Rotary Club; First Congregational Church; Oshkosh Chamber of Commerce; Winnebago Co. Safe Streets Committee; Winnebago Co. Democratic Party.\n\nElected to Assembly 2006; reelected since 2008.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1287,http://legis.wisconsin.gov/assembly/54/hintz
Cody,Horlacher,,33,R,Mukwonago,"Room 17 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-5715, (888) 529-0033",(608) 282-3633,,Rep.Horlacher,"1254 Bear Pass #7\nMukwonago, WI 53149","Jacob Kaczmarowski, Anna Schwarz",Committee on Campaigns and Elections\nCommittee on Constitution and Ethics\nCommittee on Criminal Justice and Public Safety\nCommittee on Education\nCommittee on Interstate Affairs\nCommittee on Judiciary (Vice-Chair)\nLegislative Council Study Committee on Access to Civil Legal Services (Chair),"Born Burlington, April 10, 1987; single.  Graduate East Troy H.S. 2006; B.A. marketing UW-Whitewater 2010; J.D. Marquette U. Law School 2014.  Special prosecutor, Walworth Co.; former assistant district attorney, Walworth Co.  Member: Carroll U. President's Advisory Council; Wis. State Bar.  Former member: Walworth Co. Republican Party (secy., vice chair, chairman); Federalist Society.\nElected to Assembly 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1349,http://legis.wisconsin.gov/assembly/33/horlacher
Rob,Hutton,,13,R,Brookfield,"Room 220 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 267-9836, (888) 534-0013",(608) 282-3613,,Rep.Hutton,"17785 Marseille Dr.\nBrookfield, WI 53045","Jeremy Carpenter, Phillip Pratt",Committee on Constitution and Ethics (Vice-Chair)\nCommittee on Corrections (Chair)\nCommittee on Education\nCommittee on Small Business Development\nCommittee on Urban and Local Affairs (Vice-Chair)\nLegislative Council Study Committee on Reducing Recidivism and Removing Impediments to Ex-Offender Employment (Vice-Chair),"Born Milwaukee, April 7, 1967; married; 4 children.  Graduate Brookfield East H.S. 1985; B.A. history UW-Whitewater 1990.  20 years executive experience in trucking industry.  Waukesha County Supervisor 2005-12.\nElected to Assembly 2012; reelected 2014.  Member of Wisconsin Economic Development Corporation",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1246,http://legis.wisconsin.gov/assembly/hutton
Andre,Jacque,,2,R,DePere,"Room 212 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53709","(608) 266-9870, (888) 534-0002",(608) 282-3602,,Rep.Jacque,"1615 Lost Dauphin Rd.\nDePere, WI 54115","Jolene Churchill, Adam Tobias",Committee on Energy and Utilities\nCommittee on Interstate Affairs (Chair)\nCommittee on Labor (Chair)\nCommittee on Ways and Means\nJoint Review Committee on Criminal Penalties (Co-Chair)\nLegislative Council Study Committee on Publication of Government Documents and Legal Notices\nSpeaker's Task Force on Youth Workforce Readiness,"Born Beaver Dam, October 13, 1980; married; 4 children.  Graduate Green Bay Southwest 1999; B.S. UW-Madison 2003; graduate certificate from UW-Madison La Follette Inst. of Public Affairs.  Full-time legislator.  Former transit planning coordinator, communications dir., grant-writing consultant.  Member: Wis. Council on Domestic Abuse; Wis. Small Business Environmental Council; Green Bay Area Crimestoppers (bd. mbr.); Golden House Domestic Abuse Shelter Community Leadership Council; Brown Co. Taxpayers Assn; Knights of Columbus.  Former member: Brown Co. Teen Leadership (bd. mbr.); Brown Co. United Way (marketing and communications com.); Higher Educ. Aids Bd. 2001-03.  Recipient: Wis. Coalition Against Domestic Violence Legislative Champion Award; Wis. Counties Assn. Outstanding Legislator Award; Pro-Life Wis. Legislator of the Year; NFIB Guardian of Small Business Award; American Wis. Coalition of Virtual Schools Families Shining Star of Education Reform; Dairy Business Assn. Legislative Excellence Award; Phillips Foundation Distinguished Young Conservative Leader of the Year; Green Bay Area Chamber of Commerce Legislator of the Year; Mothers Against Drunk Driving (MADD) Legislator of the Year; Wis. Towns Assn. Friend of Towns; Wis. Professional Police Assn. Law Enforcement Honor Roll; U.S. Chamber of Commerce Inst. for Legal Reform State Legislative Achievement Award.\nElected to Assembly 2010; reelected since 2012.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1235,http://legis.wisconsin.gov/assembly/jacque/
John,Jagler,,37,R,Watertown,"Room 316 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-9650, (888) 534-0037",(608) 282-3637,,Rep.Jagler,"601 Clyman St.\nWatertown, WI 53094","Katherine Bates, Charlie Bellin",Committee on Constitution and Ethics\nCommittee on Education\nCommittee on Housing and Real Estate (Chair)\nCommittee on Insurance\nCommittee on Mental Health Reform (Vice-Chair)\nCommittee on Rules\nCommittee on State Affairs and Government Operations\nSpeaker's Task Force on Alzheimer's and Dementia,"Born Louisville, KY, November 4, 1969; married; 3 children.  Graduate Oak Creek H.S. 1987; graduate Trans-American School of Broadcasting (Madison) 1989; attended UW-Parkside 1987-88.  Owner, communications consulting company.  Former radio morning show host, news anchor; communications director, assembly speaker Jeff Fitzgerald.  Member: Down Syndrome Association of Wisconsin; Wisconsin Upside Down; Honorable Order of Kentucky Colonels; Watertown Elks Club.  Former member: RTNDA - Radio TV News Directors Assn.; Milwaukee Press Club. \nElected to Assembly 2012; reelected 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1270,http://legis.wisconsin.gov/assembly/jagler
Adam,Jarchow,,28,R,Balsam Lake,"Room 19 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 267-2365, (888) 529-0028",(608) 282-3628,,Rep.Jarchow,"971 Apple River Court\nBalsam Lake, WI 54810",Mitch Sands,Committee on Constitution and Ethics\nCommittee on Energy and Utilities\nCommittee on Financial Institutions\nCommittee on Tourism (Vice-Chair)\nLaw Revision Committee,"Born St. Paul, Minn., November 10, 1978; married; 2 children.  Graduate Clear Lake H.S. 1997; B.S. finance U. of South Florida 2001; J.D. U. of Florida 2004.  Attorney.  Member: Polk Co. Economic Development Corporation (secy.); National Rifle Assn.; Polk Co. Sportsmen's Club; Wis. Bear Hunters Assn.; Apple River Fire Dept.  \nElected to Assembly 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1348,http://legis.wisconsin.gov/assembly/28/jarchow
LaTonya,Johnson,,17,D,Milwaukee,"Room 320 West\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-5580, (888) 534-0017",(608) 282-3617,,Rep.Johnson,"2363 N. 54th St.\nMilwaukee, WI 53210","Bianca Shaw;Bianca.Shaw2, Christian Ullsvik",Committee on Children and Families\nCommittee on Criminal Justice and Public Safety\nCommittee on Family Law\nCommittee on Financial Institutions,"Born Somerville, Tenn., June 22, 1972; 1 child.  Graduate Bay View H.S. 1990; B.S. criminal justice Tennessee State U. 1997; attended UW-Milwaukee 1990-92.  Full-time legislator.  Former family child care provider/owner 2002-12; insurance agent 2000-02; financial employment planner 1997-2000.  Member: AFSCME Wisconsin Child Care Providers Together Local 502 (pres.) AFSCME District Council 48 (vice pres.); African American Chamber of Commerce; Emerge Wisconsin Class 2012; CBTU-Coalition of Black Trade Unionists; Milwaukee Legislative Caucus (chp.).\nElected to Assembly 2012; reelected 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1250,http://legis.wisconsin.gov/assembly/johnson
Andy,Jorgensen,Minority Caucus Chair,43,D,Milton,"Room 113 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-3790, (888) 534-0043",(608) 282-3643,,Rep.Jorgensen,"10 Division St.\nMilton, WI 53563","Chad Pharris, Alexandria Turner",Committee on Agriculture\nCommittee on Assembly Organization\nCommittee on Colleges and Universities\nCommittee on Public Benefit Reform\nCommittee on Rules\nCommittee on Small Business Development,"Born Berlin, September 10, 1967; married; 3 children.  Graduate Omro H.S. 1986; Brown Institute (MN) 1987.  Former morning radio personality, assembly line operator, UAW shop steward, General Motors Janesville, worked on family dairy farm.  Bd. member: Respite Care Assn. of Wis.; Jefferson Co. Local Emergency Planning Council.  Member: Rock Co. Farm Bureau; Trinity Lutheran Church, Fort Atkinson. \nElected to Assembly 2006; reelected since 2008.  Minority Caucus Chairperson 2015, 2013.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1276,http://legis.wisconsin.gov/assembly/43/jorgensen
Robb,Kahl,,47,D,Monona,"Room 322 West\nState Capitol\nP.O. Box 8952\nMadison, WI 53708",(608) 266-8570,(608) 282-3647,,Rep.Kahl,"1410 Neponset Trail\nMonona, WI 53716",Michael Tierney,Committee on Children and Families\nCommittee on Energy and Utilities\nCommittee on Insurance\nCommittee on State Affairs and Government Operations\nCommittee on Transportation,"Born Menomonee Falls, January 5, 1972; married; 4 children.  Graduate L.P. Goodrich H.S. (Fond du Lac) 1990; B.A. cum laude Ripon College 1994; J.D. cum laude U. of Wisconsin Law School 1997; attended Syracuse College of Law 1994-95.  Attorney, small business owner.  Member: State Bar of Wis.; Democratic Party of Wis.; Monona Chamber of Commerce; Fitchburg Chamber of Commerce; McFarland Chamber of Commerce; Monona Grove Businessmen's Assn.; International Union of Operating Engineers; Ripon College Bd. of Trustees.  Law clerk, Wis. court of appeals 1997-98; Wis. Transportation Finance and Policy Commission 2011-13; Monona Community Development Authority (chair) 2011-13; Monona City Council 2001-03; Mayor of Monona 2003-11. \nElected to Assembly 2012; reelected 2014.  Member of Building Commission and Transportation Projects Commission",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1280,http://legis.wisconsin.gov/assembly/kahl
Terry,Katsma,,26,R,Oostburg,"Room 18 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-0656, (888) 529-0026",(608) 282-3626,,Rep.Katsma,"705 Erie Ave.\nOostburg, WI 53070",Nick Krueger,Committee on Consumer Protection\nCommittee on Financial Institutions (Vice-Chair)\nCommittee on Housing and Real Estate\nCommittee on Ways and Means\nCommittee on Workforce Development\nSpeaker's Task Force on Alzheimer's and Dementia,"Born Sheboygan, April 23, 1958; married; 3 children.  Graduate Sheboygan Co. Christian H.S. 1976; B.A. business administration Dordt College (Sioux Center, Iowa) 1980; M.B.A. Marquette U. 1985.  Full-time legislator.  Former community bank president and CEO.  Member: Trinity Christian College Bd. of Trustees (Palos Heights, Ill. - treas.); Oostburg State Bank Bd. of Dir. (fmr. pres. and CEO); Oostburg Chamber of Commerce (fmr. pres.-elect); Oostburg Kiwanis Club (fmr. pres.); Oostburg Christian Reformed Church (elder, fmr. deacon); Workbound, Inc. (fmr. pres.); YMCA of Sheboygan Co. Bd. of Managers.   Former member: Dordt College Bd. of Trustees (vice chp.); Sheboygan Co. Christian H.S. (bd. pres.); Oostburg Christian School Bd. (secy.); Oostburg Community Education Foundation.\nElected to Assembly 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1345,http://legis.wisconsin.gov/assembly/26/katsma
Samantha,Kerkman,Majority Caucus Sergeant At Arms,61,R,Salem,"Room 315 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-2530, (888) 529-0061",(608) 282-3661,,Rep.Kerkman,"P.O. Box 156\nPowers Lake, WI 53159",Tami Rongstad,Committee on Audit (Chair)\nCommittee on Children and Families\nCommittee on Interstate Affairs\nCommittee on Judiciary\nCommittee on Ways and Means\nJoint Legislative Audit Committee (Co-Chair),"Born Burlington, March 6, 1974; 2 children.  Graduate Wilmot H.S.; B.A. UW-Whitewater 1996.  Member: Kenosha Area Business Alliance; Twin Lakes Chamber and Area Business Assn.; Twin Lakes American Legion Auxiliary Post 544; VFW Auxiliary, Bloomfield Center Post 5830; St. Alphonsus Catholic Church.  Former member: Burlington Area Chamber of Commerce; Powers Lake Sportsmen Club.\nElected to Assembly since 2000.  Majority Caucus Sergeant at Arms 2015, 2013, 2011.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1294,http://legis.wisconsin.gov/assembly/kerkman
Frederick,Kessler,,12,D,Milwaukee,"Room 111 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-5813, (888) 534-0012",(608) 282-3612,(414) 535-0266,Rep.Kessler,"9312 West Clovernook St.\nMilwaukee, WI 53224","Leon Creary, Ritch Williams;Ritch.Williams2",Committee on Agriculture\nCommittee on Campaigns and Elections\nCommittee on Constitution and Ethics\nCommittee on Criminal Justice and Public Safety,"Born Milwaukee, January 11, 1940; married; 2 children.  Graduate Milw. Luth. H.S. and Capitol Page School 1957;  B.A. U. of Wisconsin-Madison 1962; L.L.B. U. of Wisconsin 1966.  Labor arbitrator.  Member: Goethe House (vice pres., former pres.); Milwaukee Chap. ACLU (bd. mbr., former pres.); World Affairs Council of Milw. (bd. mbr.); Wis. Bar Assn.; Labor/Employment Relations Assn. (advisory com. mbr.); Democratic Party; DANK (German-American National Congress), Milwaukee chap. (former vice pres.); Milwaukee Donauschwaben; Amnesty International Group 107 (former chairman); Milw. Turners; NAACP.  Former member: City of Milwaukee Harbor Comn.  Recipient: Wisconsin ACLU Eunice Edgar Lifetime Service Award 2008; State Bar of Wis. Scales of Justice Award 2010; German Immersion Foundation Lifetime Achievement Award 2013.  Presidential Elector for President Barack Obama 2012.  County court judge (Milw. Co.) 1972-78; Circuit court judge (Milw. Co.) 1978-81, 1986-88.  On January 11, 1961, his 21st birthday, he became the youngest person, up to that time, ever to serve in the legislature.\nElected to Assembly 1960, 1964-70; reelected since 2004.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1245,http://legis.wisconsin.gov/assembly/kessler
Joel,Kitchens,,1,R,Sturgeon Bay,"Room 10 West\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-5350, (888) 482-0001",(608) 282-3601,,Rep.Kitchens,"1117 Cove Rd.\nSturgeon Bay, WI 54235",Reid Rasmussen,Committee on Agriculture\nCommittee on Education (Vice-Chair)\nCommittee on Environment and Forestry\nCommittee on Financial Institutions\nCommittee on Tourism\nCommittee on Workforce Development,"Born Washington, DC, September 20, 1957; married; 3 children.  Graduate Ballard H.S. (Louisville, Ky.) 1975; B.S. Ohio St. U. 1979; D.V.M. Ohio St. U. 1983.  Large animal veterinarian.  Member:  Sturgeon Bay Moravian Church; Wis. Veterinary Medicine Assn.; American Veterinary Medicine Assn.  Sturgeon Bay Bd. of Education, 2000-14.\nElected to Assembly 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1340,http://legis.wisconsin.gov/assembly/01/kitchens
Joel,Kleefisch,,38,R,Oconomowoc,"Room 216 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-8551, (888) 534-0038",(608) 282-3638,,Rep.Kleefisch,"W357 N6189 Spinnaker Drive\nOconomowoc, WI 53066","Melodie Duesterbeck, Katie Scott",Committee on Corrections\nCommittee on Criminal Justice and Public Safety (Chair)\nCommittee on Family Law\nCommittee on Natural Resources and Sporting Heritage\nCommittee on State Affairs and Government Operations\nCommittee on Tourism,"Born Waukesha, June 8, 1971; married; 2 children.  Graduate Waukesha North H.S. 1989; B.A. Pepperdine U. 1993.  Former investigative television news reporter for WISN-TV; legislative policy advisor and constituent director.  Member: Watertown Elks Club; Watertown Moose Club; Stone Bank Lions Club; Ducks Unlimited; National Wild Turkey Federation; National Rifle Assn.; Wings Over Wisconsin; Lakewatch Volunteer Organization (founder).\nElected to Assembly since 2004.  Minority Caucus Vice Chairperson 2009.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1271,http://legis.wisconsin.gov/assembly/38/kleefisch
Daniel,Knodl,Assistant Majority Leader,24,R,Germantown,"Room 218 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-3796, (888) 529-0024",(608) 282-3624,,Rep.Knodl,"N101 W14475 Ridgefield Ct.\nGermantown, WI 53022","Mark Austinson, Rebecca Olson",Committee on Assembly Organization\nCommittee on Labor\nCommittee on Rules\nJoint Committee on Legislative Organization\nJoint Legislative Council,"Born Milwaukee, December 14, 1958; 4 children.  Graduate Menomonee Falls East H.S. 1977; attended UW-Madison.  Resort owner.  Member: Washington Co. Convention and Visitors Bureau; Ozaukee/Washington Land Trust; Pike Lake Sportsmans Club.  Pike Lake Protection District 2000-present (secy.).  Washington County Board 2006-08.\nElected to Assembly 2008; reelected since 2010.  Assistant Majority Leader 2015, 2011.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1257,http://legis.wisconsin.gov/assembly/knodl/
Dean,Knudson,,30,R,Hudson,"Room 304 East\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-1526, (888) 529-0030",(608) 282-3630,,Rep.Knudson,"1753 Laurel Ave.\nHudson, WI 54016",Danielle Zimmerman;Danielle.Zimmerman2,Committee for Review of Administrative Rules (Vice-Chair)\nCommittee on Education\nCommittee on Finance\nJoint Committee for Review of Administrative Rules\nJoint Committee on Finance,"Born Mayville, ND, April 29, 1961; married; 2 children.  Graduate May-Port H.S. (Mayville, ND) 1979; attended Mayville St. College, North Dakota St. U.; D.V.M. Iowa St. U. 1986.  Veterinarian.  Member: Hudson Daybreak Rotary (fmr. pres.); Trinity Lutheran Church; Hudson Area Chamber of Commerce (fmr. pres.); Am. Veterinary Medical Assn.; Wisconsin Veterinary Medical Assn.; Minnesota Veterinary Medical Assn.; Republican Party of Wis.; Republican Party of St. Croix Co. (fmr. chm.); Republican Party of Pierce Co.; Iowa St. U. Alumni Assn.; Omega Tau Sigma.  Mayor of Hudson 2008-10; Alderperson, Hudson 1996-2002; Hudson Library Bd. 1996-2002; Hudson Plan Commission 2008-10; St. Croix Business Park Bd. since 2010.\nElected to Assembly 2010; reelected since 2012.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1263,http://legis.wisconsin.gov/assembly/knudson/
Debra,Kolste,,44,D,Janesville,"Room 8 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-7503, (888) 947-0044",(608) 282-3644,,Rep.Kolste,"4105 Parkview Dr.\nJanesville, WI 53546","Steve Engelbert, Andrew Hoyer-Booth",Committee on Health\nCommittee on Public Benefit Reform\nCommittee on Transportation\nCommittee on Workforce Development\nLegislative Council Study Committee on Volunteer Firefighter and Emergency Medical Technician Shortages\nSpeaker's Task Force on Alzheimer's and Dementia,"Born O'Neill, NE, June 20, 1953; married; 3 children.  Graduate Kimball Co. H.S. (Kimball, NE) 1971; B.S. medical technology U. of Nebraska 1975.  Full-time legislator.  Former medical technologist.  Volunteer, Health Net of Rock Co.  Member: League of Women Voters; Friends of Rotary Gardens.  Former member: Mercy Health Systems Volunteers (pres.); Rock Futbol Soccer League (founding bd. mbr.); PTO Bd.; PTA Bd.  Janesville School Board 2000-09.\nElected to Assembly 2012; reelected 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1277,http://legis.wisconsin.gov/assembly/kolste
Dale,Kooyenga,,14,R,Brookfield,"Room 324 East\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-9180, (888) 534-0014",(608) 282-3614,,Rep.Kooyenga,"15365 St. Therese Blvd.\nBrookfield, WI 53005","Sandy Lonergan, Rachel Vander Wiele;Rachel.Vanderwiele",Committee on Finance (Vice-Chair)\nJoint Committee on Finance (Vice-Chair),"Born Oak Lawn, IL, February 12, 1979; married; 4 children.  Graduate Chicago Christian H.S. 1997; A.A. Moraine Valley Comm. College 2000; B.A. Lakeland College 2000; M.B.A. Marquette U. 2007.  Certified public accountant.  Member U.S. Army Reserve, 2005-present.  Iraq War veteran.  Member: American Legion; American Institute of Certified Public Accountants; Wis. Institute of Certified Public Accountants, LISC.\nElected to Assembly 2010; reelected since 2012.  Member of University of Wisconsin Hospitals and Clinics Authority",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1247,http://legis.wisconsin.gov/assembly/kooyenga/
Jesse,Kremer,,59,R,Kewaskum,"Room 17 West\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-9175, (888) 534-0059",(608) 282-3659,,Rep.Kremer,"119 Hillcrest Rd.\nKewaskum, WI 53040",Nik Rettinger,Committee on Constitution and Ethics\nCommittee on Criminal Justice and Public Safety (Vice-Chair)\nCommittee on Health\nCommittee on Mining and Rural Development\nCommittee on Public Benefit Reform\nLegislative Council Study Committee on Volunteer Firefighter and Emergency Medical Technician Shortages (Vice-Chair),"Born Moline, Ill., February 28, 1977; married; 3 children.  Graduate Kettle Moraine Lutheran H.S. 1995; A.S. Fox Valley Tech. Coll. 1997; Certificate, firefighter and police recruit academy, Waukesha Co. Tech Coll. 1999; Certificate, EMT-Basic, Milwaukee Area Tech Coll. 1999.  Pilot, small business owner, firefighter/EMT.  Former emergency services dispatcher, flight instructor, airline captain, charter pilot.  Served in Army National Guard, U.S. and Army Reserves 2002-10; Iraq War veteran.  Member: Kewaskum Volunteer Fire Dept.; American Legion Fohl-Martin Post 483; National Rifle Association.\nElected to Assembly 2014.  Member of Highway Safety, Council on",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1354,http://legis.wisconsin.gov/assembly/59/kremer
Scott,Krug,,72,R,Nekoosa,"Room 207 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-0215, (888) 529-0072",(608) 282-3672,,Rep.Krug,"1551 Kingswood Trail\nNekoosa, WI 54457","Johanna Klay, Randy Thorson",Committee on Colleges and Universities\nCommittee on Consumer Protection (Chair)\nCommittee on Environment and Forestry (Vice-Chair)\nCommittee on Jobs and the Economy (Vice-Chair)\nCommittee on Mining and Rural Development\nCommittee on Public Benefit Reform,"Born Wisconsin Rapids, September 16, 1975; married; 6 children.  Graduate Lincoln H.S. 1993; attended UW-Stevens Point; A.D. Mid-State Tech. Coll. 1999; B.A.S. psychology UW-Green Bay 2008.  Employment and training specialist.  Former Wood Co. drug court coordinator, jail discharge planner; Juneau Co. sheriff's deputy.  Member: Heart of Wisconsin Chamber of Commerce; Wisconsin Rapids Rotary.  Recipient: Wis. Industrial Energy Group Legislator of the Year Award 2014; Dairy Business Association Legislative Excellence Award 2014, 2012; Wis. Paper Council Legislator of the Year 2014; Child Support Enforcement Assn. Legislator of the Year 2014; League of Conservation Voters Honor Roll 2014; Wis. Troopers Assn. Legislator of the Year 2014; Wis. Counties Assn. Outstanding Legislator 2014; WMC Working for Wisconsin Award 2014, 2012; 3rd Congressional District State Legislator of the Year 2012.\nElected to Assembly 2010; reelected since 2012.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1305,http://legis.wisconsin.gov/assembly/krug/
Mike,Kuglitsch,,84,R,New Berlin,"Room 129 West\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 267-5158, (888) 534-0084",(608) 282-3684,,Rep.Kuglitsch,"21865 W. Tolbert Dr.\nNew Berlin, WI 53146","Jon Rogowski, Matt Spencer",Committee on Energy and Utilities (Chair)\nCommittee on Jobs and the Economy\nCommittee on Labor\nCommittee on Rules\nCommittee on Workforce Development\nJoint Survey Committee on Retirement Systems\nSpeaker's Task Force on Urban Education,"Born Milwaukee, February 3, 1960; married; 4 children.  Graduate New Berlin West H.S. 1978; B.A. Business UW-Whitewater 1983.  Business consultant.  Former member: Wisconsin Restaurant Assn. (pres.); Wisconsin Bowling Centers Assn. (pres.); New Berlin Chamber of Commerce (pres.).\nElected to Assembly 2010; reelected since 2012.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1317,http://legis.wisconsin.gov/assembly/kuglitsch/
